NBHDName,NBHDNo,POPULATION_2023,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019
Kingsview Village-The Westway,006,22759,535.2561035,565.645874,469.9371948,423.0266113,421.2446289,221.1802216,185.6025391,158.1097107,239.8604431,173.7091217,26.54162598,8.838216782,17.56774521,21.80549431,21.71364021,145.9789429,150.2496796,171.2855225,170.0828552,117.2536621,4.423604488,8.838216782,8.783872604,8.722197533,0.0,141.5553436,114.8968124,57.09517288,78.49977875,60.79819489,30.96523094,70.70573425,43.91936493,13.08329678,13.02818394,238.8746338,238.6318512,206.4210052,231.1382446,178.0518494,17.69441795,22.095541,26.35161781,13.08329678,8.685456276
Elms-Old Rexdale,005,9884,543.144104,709.7305298,632.9760132,567.088623,715.3652344,194.7120361,164.5751953,122.5114822,334.1772156,282.1158752,40.99200821,20.57189941,30.62787056,20.25316429,10.07556629,174.2160339,102.8594971,122.5114822,70.88607788,100.7556686,0.0,0.0,20.41858101,0.0,0.0,81.98401642,216.0049438,224.6043854,131.6455688,161.2090607,40.99200821,41.14379883,61.25574112,30.37974739,90.68009949,245.9520416,246.862793,204.1858063,192.4050598,251.8891754,10.24800205,0.0,20.41858101,10.12658215,40.30226517
Rexdale-Kipling,004,10722,552.2792969,655.8605957,802.538269,702.7277222,534.315979,84.24599457,206.1276093,214.6323242,527.0457764,479.0419312,9.360666275,18.73887444,18.66368103,9.246417046,9.21234417,159.1313324,149.9109955,121.3139267,166.4355011,128.9728241,0.0,0.0,9.331840515,0.0,18.42468834,102.9673309,140.5415497,279.9552002,203.4211731,202.6715851,9.360666275,28.1083107,27.99552155,27.73925018,46.0617218,187.2133331,121.802681,177.3049622,323.6246033,423.7678528,9.360666275,0.0,9.331840515,27.73925018,27.63703346
Thistletown-Beaumond Heights,003,10530,557.5314941,460.2550659,533.9944458,500.8978271,704.9534912,144.1891785,143.8297119,219.3191528,415.8397217,488.7677307,48.06305695,28.76594162,0.0,0.0,0.0,221.0900726,220.5388794,162.1054688,151.214447,131.5913086,9.612611771,0.0,0.0,18.90180588,0.0,230.7026825,153.4183502,228.8547668,103.9599304,93.9937973,19.22522354,28.76594162,19.07123184,9.450902939,18.79875946,528.6936646,345.1912842,190.7123108,330.7815857,366.5758057,28.83783531,9.588646889,38.14246368,18.90180588,37.59751892
Mount Olive-Silverstone-Jamestown,002,35386,695.9598999,811.8800049,812.2479858,738.6888428,786.1185913,171.0409851,126.9485092,146.0877686,222.1837463,248.6993256,14.7449131,38.37978363,26.29579926,8.656509399,14.29306507,109.1123581,100.3778915,99.33968353,77.90858459,100.0514526,5.897965431,8.856872559,0.0,11.54201317,8.575839043,312.5921631,312.9428406,201.60112,178.9011993,168.6581726,32.43880844,20.66603661,26.29579926,49.05355453,42.87919617,182.8369141,289.3245239,201.60112,227.9547577,314.4474182,14.7449131,11.80916405,2.921755314,8.656509399,22.86890411
West Humber-Clairville,001,36388,894.9985352,862.2973022,876.4801636,907.4306641,723.597168,778.005249,950.5870972,954.8409424,1443.899048,1368.358765,52.64697266,52.97389603,29.02252197,25.68199921,19.70887184,348.0549927,385.5322266,362.7815247,485.1044312,380.0996704,8.774495125,5.885988235,0.0,0.0,5.631106377,222.2872162,267.8124695,356.9770203,259.6735535,202.7198181,14.62415886,29.42994118,20.31576538,39.9497757,39.41774368,780.9301147,665.1166992,647.2022095,1124.300903,999.5213623,172.5650787,120.6627655,168.3306274,145.5313263,183.0109558
Black Creek,024,23047,959.2540894,1188.86792,1021.136169,819.8166504,895.5875854,201.7123108,225.1643677,147.1506348,238.0112762,314.5478516,40.34246445,18.01314926,8.918219566,44.07616425,30.58103943,121.0273895,121.5887604,120.3959656,132.2284851,166.0113525,0.0,4.503287315,0.0,17.63046455,0.0,170.3348389,162.1183472,222.9555054,114.5980225,192.2236786,49.30745316,72.05259705,53.50931931,66.11424255,26.21232033,121.0273895,247.6808014,205.1190643,242.4188995,283.9667969,17.92998314,36.02629852,75.80487061,35.26092911,39.31848145
Pelmo Park-Humberlea,023,12121,466.5777893,568.4422607,485.5242004,650.7210693,673.9243164,295.1818848,238.3790283,422.5858765,589.1663818,630.7240601,9.521995544,9.168423653,0.0,35.17411041,8.640055656,142.8299408,220.0421753,278.7268372,211.0446777,198.7212677,0.0,9.168423653,0.0,8.793527603,8.640055656,228.5278931,110.0210876,206.7973328,167.0770264,69.12044525,19.04399109,45.84212112,8.991189003,26.38058472,25.92016602,304.7038574,330.0632629,314.6915894,439.6763916,259.2016602,57.13197327,36.67369461,53.94713211,35.17411041,60.48038864
Humbermede,022,16568,837.8848267,711.5216675,976.4538574,732.7796631,1017.195435,211.0228424,293.3466492,358.4450989,348.070343,423.8314514,31.03277016,18.72425461,18.54026413,12.21299458,6.054734707,217.2294006,149.7940369,129.7818451,268.6858826,375.3935547,0.0,6.241417885,6.180087566,0.0,0.0,167.5769653,174.7597046,216.3030701,183.1949158,163.4778442,49.65243149,18.72425461,37.08052826,30.53248596,24.21893883,192.403183,193.483963,142.1420135,293.1118774,254.2988586,55.8589859,6.241417885,43.26061249,61.06497192,48.43787766
Humber Summit,021,13425,702.1376343,924.0407104,891.1274414,833.5882568,855.6716919,319.8627014,493.3437805,643.1615601,825.9406738,1014.690308,23.40458679,46.98512268,23.24680328,15.29519749,53.00621033,343.2672729,321.0650024,309.9573669,428.2655334,446.7666321,7.801528931,0.0,15.49786949,7.647598743,22.71694756,171.6336365,180.1096344,209.2212372,237.0755615,212.0248413,46.80917358,125.2936554,69.74040985,38.23799515,68.15084076,483.6947937,524.6671753,650.9105225,619.4555054,514.9174805,124.8244629,140.955368,147.2297516,114.7139816,166.5909424
