NBHDNo,NBHDName,BranchCode,BranchName,Year,Visits
123,Cliffcrest,CC,Cliffcrest,2017,65757
035,Westminster-Branson,CE,Centennial,2017,177412
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2017,384227
170,Yonge-Bay Corridor,CH,City Hall,2017,195475
037,Willowdale West,CL,North York Central Library,2017,342972
080,Palmerston-Little Italy,CS,College/Shaw,2017,103458
064,Woodbine Corridor,DA,Danforth/Coxwell,2017,175012
042,Banbury-Don Mills,DM,Don Mills,2017,257738
155,Downsview,DO,Downsview,2017,230231
098,Rosedale-Moore Park,DP,Deer Park,2017,281482
054,O'Connor-Parkview,DR,Dawes Road,2017,96392
094,Wychwood,DT,Davenport,2017,34954
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2017,103822
158,Islington,EA,Eatonville,2017,238477
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2017,48985
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2017,48477
052,Bayview Village,EN,Ethennonnhawahstihnen',2017,226109
120,Clairlea-Birchmount,ES,Eglinton Square,2017,131313
102,Forest Hill North,FH,Forest Hill,2017,117222
165,Harbourfront-CityPlace,FO,Fort York,2017,169371
044,Flemingdon Park,FP,Flemingdon Park,2017,156265
047,Don Valley Village,FV,Fairview,2017,566666
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2017,104259
130,Milliken,GHP,Goldhawk Park,2017,175028
140,Guildwood,GW,Guildwood,2017,62890
016,Stonegate-Queensway,HB,Humber Bay,2017,46188
134,Highland Creek,HC,Highland Creek,2017,60785
048,Hillcrest Village,HIL,Hillcrest,2017,116053
087,High Park-Swansea,HP,High Park,2017,203854
021,Humber Summit,HS,Humber Summit,2017,24575
001,West Humber-Clairville,HW,Humberwood,2017,120153
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2017,163511
070,South Riverdale,JO,Jones,2017,81100
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2017,87221
125,Ionview,KE,Kennedy/Eglinton,2017,92895
019,Long Branch,LB,Long Branch,2017,50700
056,Leaside-Bennington,LE,Leaside,2017,157550
103,Lawrence Park South,LO,Locke,2017,215365
078,Kensington-Chinatown,LS,Lillian H. Smith,2017,319555
062,East End-Danforth,MA,Main Street,2017,120433
146,Malvern East,MAL,Malvern,2017,331665
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2017,234462
126,Dorset Park,MCG,McGregor Park,2017,127230
115,Mount Dennis,MD,Mount Dennis,2017,88386
160,Mimico-Queensway,MI,Mimico Centennial,2017,92721
099,Mount Pleasant East,MP,Mount Pleasant,2017,59793
119,Wexford-Maryvale,MRV,Maryvale,2017,157983
136,West Hill,MS,Morningside,2017,100674
100,Yonge-Eglinton,ND,Northern District,2017,391543
001,West Humber-Clairville,NE,Northern Elms,2017,34143
018,New Toronto,NT,New Toronto,2017,59211
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2017,94240
069,Blake-Jones,PA,Pape/Danforth,2017,233308
171,Junction-Wallace Emerson,PE,Perth/Dupont,2017,53451
085,South Parkdale,PK,Parkdale,2017,337974
073,Moss Park,PL,Parliament Street,2017,227666
095,Annex,PM,Palmerston,2017,112115
133,Centennial Scarborough,PU,Port Union,2017,86237
046,Pleasant View,PV,Pleasant View,2017,79549
070,South Riverdale,QS,Queen/Saulter,2017,71094
068,North Riverdale,RD,Riverdale,2017,194268
007,Willowridge-Martingrove-Richview,RI,Richview,2017,252083
088,High Park North,RN,Runnymede,2017,151817
004,Rexdale-Kipling,RX,Rexdale,2017,50646
078,Kensington-Chinatown,SA,Sanderson,2017,228745
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2017,193914
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2017,24915
074,North St. James Town,SJ,St. James Town,2017,169242
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2017,118778
095,Annex,SP,Spadina Road,2017,85114
116,Steeles,ST,Steeles,2017,156659
087,High Park-Swansea,SW,Swansea Memorial,2017,38627
059,Danforth Village - East York,SWS,S. Walter Stewart,2017,262097
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2017,35466
055,Thorncliffe Park,TH,Thorncliffe,2017,197227
058,Old East York,TOD,Todmorden Room,2017,28939
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2017,1604864
043,Victoria Village,VV,Victoria Village,2017,43446
113,Weston,WE,Weston,2017,92943
022,Humbermede,WP,Woodview Park,2017,58297
129,Agincourt North,WS,Woodside Square,2017,402862
096,Casa Loma,WY,Wychwood,2017,133540
095,Annex,YO,Yorkville,2017,152520
025,Glenfield-Jane Heights,YW,York Woods,2017,200531
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2018,327977
120,Clairlea-Birchmount,ACD,Albert Campbell,2018,340522
020,Alderwood,AD,Alderwood,2018,100886
118,Tam O'Shanter-Sullivan,AG,Agincourt,2018,368837
039,Bedford Park-Nortown,AH,Armour Heights,2018,73829
090,Junction Area,AN,Annette Street,2018,102239
030,Brookhaven-Amesbury,AP,Amesbury Park,2018,51242
150,Fenside-Parkwoods,BB,Brookbanks,2018,73308
154,Oakdale-Beverley Heights,BC,Black Creek,2018,98278
157,Bendale South,BD,Bendale,2018,51489
063,The Beaches,BE,Beaches,2018,207052
032,Englemount-Lawrence,BF,Barbara Frum,2018,246900
083,Dufferin Grove,BL,Bloor/Gladstone,2018,369395
015,Kingsway South,BR,Brentwood,2018,257933
147,L'Amoreaux West,BRW,Bridlewood,2018,434621
146,Malvern East,BUR,Burrows Hall,2018,81913
123,Cliffcrest,CC,Cliffcrest,2018,65876
035,Westminster-Branson,CE,Centennial,2018,157112
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2018,355089
170,Yonge-Bay Corridor,CH,City Hall,2018,197005
037,Willowdale West,CL,North York Central Library,2018,830485
080,Palmerston-Little Italy,CS,College/Shaw,2018,101932
064,Woodbine Corridor,DA,Danforth/Coxwell,2018,169976
042,Banbury-Don Mills,DM,Don Mills,2018,253090
155,Downsview,DO,Downsview,2018,231580
098,Rosedale-Moore Park,DP,Deer Park,2018,289666
054,O'Connor-Parkview,DR,Dawes Road,2018,89637
094,Wychwood,DT,Davenport,2018,37506
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2018,111761
158,Islington,EA,Eatonville,2018,232419
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2018,45807
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2018,46693
052,Bayview Village,EN,Ethennonnhawahstihnen',2018,202545
120,Clairlea-Birchmount,ES,Eglinton Square,2018,251189
102,Forest Hill North,FH,Forest Hill,2018,113245
165,Harbourfront-CityPlace,FO,Fort York,2018,190668
044,Flemingdon Park,FP,Flemingdon Park,2018,139776
047,Don Valley Village,FV,Fairview,2018,546827
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2018,99576
130,Milliken,GHP,Goldhawk Park,2018,164412
140,Guildwood,GW,Guildwood,2018,57017
016,Stonegate-Queensway,HB,Humber Bay,2018,44973
134,Highland Creek,HC,Highland Creek,2018,57664
048,Hillcrest Village,HIL,Hillcrest,2018,116494
087,High Park-Swansea,HP,High Park,2018,200533
021,Humber Summit,HS,Humber Summit,2018,35770
001,West Humber-Clairville,HW,Humberwood,2018,101360
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2018,154666
070,South Riverdale,JO,Jones,2018,78623
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2018,83508
125,Ionview,KE,Kennedy/Eglinton,2018,81014
019,Long Branch,LB,Long Branch,2018,53829
056,Leaside-Bennington,LE,Leaside,2018,162265
103,Lawrence Park South,LO,Locke,2018,206804
078,Kensington-Chinatown,LS,Lillian H. Smith,2018,327094
062,East End-Danforth,MA,Main Street,2018,122506
146,Malvern East,MAL,Malvern,2018,294944
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2018,216570
126,Dorset Park,MCG,McGregor Park,2018,122591
115,Mount Dennis,MD,Mount Dennis,2018,80819
160,Mimico-Queensway,MI,Mimico Centennial,2018,91352
099,Mount Pleasant East,MP,Mount Pleasant,2018,62333
119,Wexford-Maryvale,MRV,Maryvale,2018,137412
136,West Hill,MS,Morningside,2018,102939
100,Yonge-Eglinton,ND,Northern District,2018,373362
001,West Humber-Clairville,NE,Northern Elms,2018,33315
018,New Toronto,NT,New Toronto,2018,55870
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2018,98891
069,Blake-Jones,PA,Pape/Danforth,2018,230567
171,Junction-Wallace Emerson,PE,Perth/Dupont,2018,55219
085,South Parkdale,PK,Parkdale,2018,333245
073,Moss Park,PL,Parliament Street,2018,225922
095,Annex,PM,Palmerston,2018,103023
133,Centennial Scarborough,PU,Port Union,2018,84874
046,Pleasant View,PV,Pleasant View,2018,66616
070,South Riverdale,QS,Queen/Saulter,2018,68578
068,North Riverdale,RD,Riverdale,2018,180916
007,Willowridge-Martingrove-Richview,RI,Richview,2018,275100
088,High Park North,RN,Runnymede,2018,284820
004,Rexdale-Kipling,RX,Rexdale,2018,40274
078,Kensington-Chinatown,SA,Sanderson,2018,223279
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2018,191703
074,North St. James Town,SJ,St. James Town,2018,157596
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2018,117556
095,Annex,SP,Spadina Road,2018,85974
116,Steeles,ST,Steeles,2018,55838
087,High Park-Swansea,SW,Swansea Memorial,2018,20826
059,Danforth Village - East York,SWS,S. Walter Stewart,2018,259975
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2018,34784
055,Thorncliffe Park,TH,Thorncliffe,2018,194581
058,Old East York,TOD,Todmorden Room,2018,28888
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2018,1594315
043,Victoria Village,VV,Victoria Village,2018,42043
113,Weston,WE,Weston,2018,91230
022,Humbermede,WP,Woodview Park,2018,58068
129,Agincourt North,WS,Woodside Square,2018,373195
096,Casa Loma,WY,Wychwood,2018,62229
095,Annex,YO,Yorkville,2018,137585
025,Glenfield-Jane Heights,YW,York Woods,2018,170623
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2019,337559
120,Clairlea-Birchmount,ACD,Albert Campbell,2019,229609
020,Alderwood,AD,Alderwood,2019,100412
118,Tam O'Shanter-Sullivan,AG,Agincourt,2019,356784
039,Bedford Park-Nortown,AH,Armour Heights,2019,72816
090,Junction Area,AN,Annette Street,2019,97246
030,Brookhaven-Amesbury,AP,Amesbury Park,2019,56893
150,Fenside-Parkwoods,BB,Brookbanks,2019,77106
154,Oakdale-Beverley Heights,BC,Black Creek,2019,107777
157,Bendale South,BD,Bendale,2019,48541
063,The Beaches,BE,Beaches,2019,198067
032,Englemount-Lawrence,BF,Barbara Frum,2019,235589
083,Dufferin Grove,BL,Bloor/Gladstone,2019,363692
015,Kingsway South,BR,Brentwood,2019,205226
147,L'Amoreaux West,BRW,Bridlewood,2019,404356
146,Malvern East,BUR,Burrows Hall,2019,85122
123,Cliffcrest,CC,Cliffcrest,2019,67906
035,Westminster-Branson,CE,Centennial,2019,134067
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2019,355086
170,Yonge-Bay Corridor,CH,City Hall,2019,202935
037,Willowdale West,CL,North York Central Library,2019,1398539
080,Palmerston-Little Italy,CS,College/Shaw,2019,103210
064,Woodbine Corridor,DA,Danforth/Coxwell,2019,166953
042,Banbury-Don Mills,DM,Don Mills,2019,212850
155,Downsview,DO,Downsview,2019,139493
098,Rosedale-Moore Park,DP,Deer Park,2019,280295
054,O'Connor-Parkview,DR,Dawes Road,2019,88804
094,Wychwood,DT,Davenport,2019,36185
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2019,109667
158,Islington,EA,Eatonville,2019,225560
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2019,45225
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2019,43655
052,Bayview Village,EN,Ethennonnhawahstihnen',2019,171685
120,Clairlea-Birchmount,ES,Eglinton Square,2019,261247
102,Forest Hill North,FH,Forest Hill,2019,107435
165,Harbourfront-CityPlace,FO,Fort York,2019,196094
044,Flemingdon Park,FP,Flemingdon Park,2019,157505
047,Don Valley Village,FV,Fairview,2019,514987
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2019,100212
130,Milliken,GHP,Goldhawk Park,2019,153844
140,Guildwood,GW,Guildwood,2019,26595
016,Stonegate-Queensway,HB,Humber Bay,2019,47611
134,Highland Creek,HC,Highland Creek,2019,56329
048,Hillcrest Village,HIL,Hillcrest,2019,110800
087,High Park-Swansea,HP,High Park,2019,217479
021,Humber Summit,HS,Humber Summit,2019,40175
001,West Humber-Clairville,HW,Humberwood,2019,94909
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2019,158197
070,South Riverdale,JO,Jones,2019,75303
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2019,89668
125,Ionview,KE,Kennedy/Eglinton,2019,75312
019,Long Branch,LB,Long Branch,2019,55632
056,Leaside-Bennington,LE,Leaside,2019,157656
103,Lawrence Park South,LO,Locke,2019,204120
078,Kensington-Chinatown,LS,Lillian H. Smith,2019,262069
062,East End-Danforth,MA,Main Street,2019,118568
146,Malvern East,MAL,Malvern,2019,275220
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2019,210369
126,Dorset Park,MCG,McGregor Park,2019,120802
115,Mount Dennis,MD,Mount Dennis,2019,77877
160,Mimico-Queensway,MI,Mimico Centennial,2019,85449
099,Mount Pleasant East,MP,Mount Pleasant,2019,61718
119,Wexford-Maryvale,MRV,Maryvale,2019,126402
136,West Hill,MS,Morningside,2019,109795
100,Yonge-Eglinton,ND,Northern District,2019,357327
001,West Humber-Clairville,NE,Northern Elms,2019,32994
018,New Toronto,NT,New Toronto,2019,53786
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2019,99154
069,Blake-Jones,PA,Pape/Danforth,2019,215656
171,Junction-Wallace Emerson,PE,Perth/Dupont,2019,52157
085,South Parkdale,PK,Parkdale,2019,181068
073,Moss Park,PL,Parliament Street,2019,98771
095,Annex,PM,Palmerston,2019,104919
133,Centennial Scarborough,PU,Port Union,2019,82062
046,Pleasant View,PV,Pleasant View,2019,73267
070,South Riverdale,QS,Queen/Saulter,2019,69777
068,North Riverdale,RD,Riverdale,2019,180229
007,Willowridge-Martingrove-Richview,RI,Richview,2019,298478
088,High Park North,RN,Runnymede,2019,291820
004,Rexdale-Kipling,RX,Rexdale,2019,39099
078,Kensington-Chinatown,SA,Sanderson,2019,228261
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2019,197245
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2019,10366
074,North St. James Town,SJ,St. James Town,2019,182887
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2019,133158
095,Annex,SP,Spadina Road,2019,85425
116,Steeles,ST,Steeles,2019,162606
087,High Park-Swansea,SW,Swansea Memorial,2019,23836
059,Danforth Village - East York,SWS,S. Walter Stewart,2019,247041
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2019,26401
055,Thorncliffe Park,TH,Thorncliffe,2019,183994
058,Old East York,TOD,Todmorden Room,2019,34029
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2019,1507185
043,Victoria Village,VV,Victoria Village,2019,42414
113,Weston,WE,Weston,2019,93178
022,Humbermede,WP,Woodview Park,2019,65661
129,Agincourt North,WS,Woodside Square,2019,362674
095,Annex,YO,Yorkville,2019,134385
025,Glenfield-Jane Heights,YW,York Woods,2019,134259
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2020,83718
120,Clairlea-Birchmount,ACD,Albert Campbell,2020,1607
020,Alderwood,AD,Alderwood,2020,20644
118,Tam O'Shanter-Sullivan,AG,Agincourt,2020,81923
039,Bedford Park-Nortown,AH,Armour Heights,2020,16702
090,Junction Area,AN,Annette Street,2020,47198
030,Brookhaven-Amesbury,AP,Amesbury Park,2020,19491
150,Fenside-Parkwoods,BB,Brookbanks,2020,35675
154,Oakdale-Beverley Heights,BC,Black Creek,2020,26946
157,Bendale South,BD,Bendale,2020,20062
063,The Beaches,BE,Beaches,2020,77328
032,Englemount-Lawrence,BF,Barbara Frum,2020,94156
083,Dufferin Grove,BL,Bloor/Gladstone,2020,131749
015,Kingsway South,BR,Brentwood,2020,83955
147,L'Amoreaux West,BRW,Bridlewood,2020,84002
146,Malvern East,BUR,Burrows Hall,2020,15949
123,Cliffcrest,CC,Cliffcrest,2020,24853
035,Westminster-Branson,CE,Centennial,2020,52001
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2020,104056
170,Yonge-Bay Corridor,CH,City Hall,2020,39487
037,Willowdale West,CL,North York Central Library,2020,456052
080,Palmerston-Little Italy,CS,College/Shaw,2020,40324
064,Woodbine Corridor,DA,Danforth/Coxwell,2020,71877
042,Banbury-Don Mills,DM,Don Mills,2020,90920
155,Downsview,DO,Downsview,2020,60744
098,Rosedale-Moore Park,DP,Deer Park,2020,98871
054,O'Connor-Parkview,DR,Dawes Road,2020,39629
094,Wychwood,DT,Davenport,2020,7552
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2020,47531
158,Islington,EA,Eatonville,2020,87220
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2020,15484
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2020,16214
052,Bayview Village,EN,Ethennonnhawahstihnen',2020,45962
120,Clairlea-Birchmount,ES,Eglinton Square,2020,68291
102,Forest Hill North,FH,Forest Hill,2020,61033
165,Harbourfront-CityPlace,FO,Fort York,2020,65438
044,Flemingdon Park,FP,Flemingdon Park,2020,41276
047,Don Valley Village,FV,Fairview,2020,157316
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2020,27205
130,Milliken,GHP,Goldhawk Park,2020,43959
140,Guildwood,GW,Guildwood,2020,22876
016,Stonegate-Queensway,HB,Humber Bay,2020,9187
134,Highland Creek,HC,Highland Creek,2020,21700
048,Hillcrest Village,HIL,Hillcrest,2020,38782
087,High Park-Swansea,HP,High Park,2020,89789
021,Humber Summit,HS,Humber Summit,2020,12252
001,West Humber-Clairville,HW,Humberwood,2020,21521
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2020,58094
070,South Riverdale,JO,Jones,2020,32163
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2020,38069
125,Ionview,KE,Kennedy/Eglinton,2020,28212
019,Long Branch,LB,Long Branch,2020,25011
056,Leaside-Bennington,LE,Leaside,2020,64348
103,Lawrence Park South,LO,Locke,2020,81105
078,Kensington-Chinatown,LS,Lillian H. Smith,2020,97500
062,East End-Danforth,MA,Main Street,2020,55649
146,Malvern East,MAL,Malvern,2020,90922
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2020,67788
126,Dorset Park,MCG,McGregor Park,2020,39622
115,Mount Dennis,MD,Mount Dennis,2020,33095
160,Mimico-Queensway,MI,Mimico Centennial,2020,34626
099,Mount Pleasant East,MP,Mount Pleasant,2020,12178
119,Wexford-Maryvale,MRV,Maryvale,2020,26320
136,West Hill,MS,Morningside,2020,45944
100,Yonge-Eglinton,ND,Northern District,2020,85226
001,West Humber-Clairville,NE,Northern Elms,2020,18821
018,New Toronto,NT,New Toronto,2020,19076
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2020,26462
069,Blake-Jones,PA,Pape/Danforth,2020,74252
171,Junction-Wallace Emerson,PE,Perth/Dupont,2020,10486
085,South Parkdale,PK,Parkdale,2020,116458
073,Moss Park,PL,Parliament Street,2020,78685
095,Annex,PM,Palmerston,2020,54360
133,Centennial Scarborough,PU,Port Union,2020,17303
046,Pleasant View,PV,Pleasant View,2020,27866
070,South Riverdale,QS,Queen/Saulter,2020,13608
068,North Riverdale,RD,Riverdale,2020,41601
007,Willowridge-Martingrove-Richview,RI,Richview,2020,110394
088,High Park North,RN,Runnymede,2020,101566
004,Rexdale-Kipling,RX,Rexdale,2020,9438
078,Kensington-Chinatown,SA,Sanderson,2020,66395
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2020,70414
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2020,7623
074,North St. James Town,SJ,St. James Town,2020,29787
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2020,50946
095,Annex,SP,Spadina Road,2020,17355
116,Steeles,ST,Steeles,2020,40686
087,High Park-Swansea,SW,Swansea Memorial,2020,5164
059,Danforth Village - East York,SWS,S. Walter Stewart,2020,94272
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2020,23725
055,Thorncliffe Park,TH,Thorncliffe,2020,49448
058,Old East York,TOD,Todmorden Room,2020,7135
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2020,409542
043,Victoria Village,VV,Victoria Village,2020,11850
113,Weston,WE,Weston,2020,44916
022,Humbermede,WP,Woodview Park,2020,21041
129,Agincourt North,WS,Woodside Square,2020,71640
095,Annex,YO,Yorkville,2020,30268
025,Glenfield-Jane Heights,YW,York Woods,2020,31075
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2021,58083
120,Clairlea-Birchmount,ACD,Albert Campbell,2021,12600
020,Alderwood,AD,Alderwood,2021,19752
118,Tam O'Shanter-Sullivan,AG,Agincourt,2021,81572
039,Bedford Park-Nortown,AH,Armour Heights,2021,14409
090,Junction Area,AN,Annette Street,2021,46034
030,Brookhaven-Amesbury,AP,Amesbury Park,2021,10868
150,Fenside-Parkwoods,BB,Brookbanks,2021,27562
154,Oakdale-Beverley Heights,BC,Black Creek,2021,17520
157,Bendale South,BD,Bendale,2021,15747
063,The Beaches,BE,Beaches,2021,61687
032,Englemount-Lawrence,BF,Barbara Frum,2021,61848
083,Dufferin Grove,BL,Bloor/Gladstone,2021,85695
015,Kingsway South,BR,Brentwood,2021,70833
147,L'Amoreaux West,BRW,Bridlewood,2021,60079
146,Malvern East,BUR,Burrows Hall,2021,7251
123,Cliffcrest,CC,Cliffcrest,2021,20072
035,Westminster-Branson,CE,Centennial,2021,46021
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2021,74951
037,Willowdale West,CL,North York Central Library,2021,309869
080,Palmerston-Little Italy,CS,College/Shaw,2021,29450
064,Woodbine Corridor,DA,Danforth/Coxwell,2021,49549
042,Banbury-Don Mills,DM,Don Mills,2021,72314
155,Downsview,DO,Downsview,2021,51164
098,Rosedale-Moore Park,DP,Deer Park,2021,81154
054,O'Connor-Parkview,DR,Dawes Road,2021,27348
094,Wychwood,DT,Davenport,2021,2365
092,Corso Italia-Davenport,DU,Dufferin/St. Clair,2021,36152
158,Islington,EA,Eatonville,2021,67386
011,Eringate-Centennial-West Deane,EB,Elmbrook Park,2021,13247
110,Keelesdale-Eglinton West,EG,Evelyn Gregory,2021,10334
052,Bayview Village,EN,Ethennonnhawahstihnen',2021,46617
120,Clairlea-Birchmount,ES,Eglinton Square,2021,53252
102,Forest Hill North,FH,Forest Hill,2021,38232
165,Harbourfront-CityPlace,FO,Fort York,2021,62604
044,Flemingdon Park,FP,Flemingdon Park,2021,33758
047,Don Valley Village,FV,Fairview,2021,119530
065,Greenwood-Coxwell,GE,Gerrard/Ashdale,2021,31974
130,Milliken,GHP,Goldhawk Park,2021,27577
140,Guildwood,GW,Guildwood,2021,15310
016,Stonegate-Queensway,HB,Humber Bay,2021,8097
134,Highland Creek,HC,Highland Creek,2021,20156
048,Hillcrest Village,HIL,Hillcrest,2021,31305
087,High Park-Swansea,HP,High Park,2021,69732
021,Humber Summit,HS,Humber Summit,2021,11305
001,West Humber-Clairville,HW,Humberwood,2021,12224
089,Runnymede-Bloor West Village,JD,Jane/Dundas,2021,43854
070,South Riverdale,JO,Jones,2021,29392
025,Glenfield-Jane Heights,JS,Jane/Sheppard,2021,25861
125,Ionview,KE,Kennedy/Eglinton,2021,29577
019,Long Branch,LB,Long Branch,2021,19250
056,Leaside-Bennington,LE,Leaside,2021,61845
103,Lawrence Park South,LO,Locke,2021,64678
078,Kensington-Chinatown,LS,Lillian H. Smith,2021,75630
062,East End-Danforth,MA,Main Street,2021,50037
146,Malvern East,MAL,Malvern,2021,57937
107,Oakwood-Vaughan,MAS,Maria A. Shchuka,2021,42003
126,Dorset Park,MCG,McGregor Park,2021,27536
115,Mount Dennis,MD,Mount Dennis,2021,30326
160,Mimico-Queensway,MI,Mimico Centennial,2021,28681
119,Wexford-Maryvale,MRV,Maryvale,2021,24654
136,West Hill,MS,Morningside,2021,42315
100,Yonge-Eglinton,ND,Northern District,2021,5612
001,West Humber-Clairville,NE,Northern Elms,2021,13698
018,New Toronto,NT,New Toronto,2021,16522
107,Oakwood-Vaughan,OV,Oakwood Village Library and Arts Centre,2021,5031
069,Blake-Jones,PA,Pape/Danforth,2021,51921
171,Junction-Wallace Emerson,PE,Perth/Dupont,2021,8267
085,South Parkdale,PK,Parkdale,2021,82433
073,Moss Park,PL,Parliament Street,2021,62707
095,Annex,PM,Palmerston,2021,50269
133,Centennial Scarborough,PU,Port Union,2021,10688
046,Pleasant View,PV,Pleasant View,2021,20003
070,South Riverdale,QS,Queen/Saulter,2021,9916
068,North Riverdale,RD,Riverdale,2021,5710
007,Willowridge-Martingrove-Richview,RI,Richview,2021,86957
088,High Park North,RN,Runnymede,2021,92865
004,Rexdale-Kipling,RX,Rexdale,2021,11666
078,Kensington-Chinatown,SA,Sanderson,2021,43987
156,Bendale -Glen Andrew,SC,Scarborough Civic Centre,2021,45783
091,Weston-Pellam Park,SI,St. Clair/Silverthorn,2021,9327
074,North St. James Town,SJ,St. James Town,2021,11312
166,St Lawrence-East Bayfront-The Islands,SL,St. Lawrence,2021,47209
095,Annex,SP,Spadina Road,2021,9654
116,Steeles,ST,Steeles,2021,30057
059,Danforth Village - East York,SWS,S. Walter Stewart,2021,73913
122,Birchcliffe-Cliffside,TA,Taylor Memorial,2021,16047
055,Thorncliffe Park,TH,Thorncliffe,2021,16877
058,Old East York,TOD,Todmorden Room,2021,1296
098,Rosedale-Moore Park,TRL,Toronto Reference Library,2021,244641
043,Victoria Village,VV,Victoria Village,2021,10639
113,Weston,WE,Weston,2021,28589
022,Humbermede,WP,Woodview Park,2021,12922
129,Agincourt North,WS,Woodside Square,2021,51362
095,Annex,YO,Yorkville,2021,25840
025,Glenfield-Jane Heights,YW,York Woods,2021,25317
002,Mount Olive-Silverstone-Jamestown,AB,Albion,2022,191320
120,Clairlea-Birchmount,ACD,Albert Campbell,2022,59881
020,Alderwood,AD,Alderwood,2022,47658
118,Tam O'Shanter-Sullivan,AG,Agincourt,2022,137685
039,Bedford Park-Nortown,AH,Armour Heights,2022,18416
090,Junction Area,AN,Annette Street,2022,43257
030,Brookhaven-Amesbury,AP,Amesbury Park,2022,28006
150,Fenside-Parkwoods,BB,Brookbanks,2022,54070
154,Oakdale-Beverley Heights,BC,Black Creek,2022,43995
157,Bendale South,BD,Bendale,2022,29668
063,The Beaches,BE,Beaches,2022,122734
032,Englemount-Lawrence,BF,Barbara Frum,2022,142752
083,Dufferin Grove,BL,Bloor/Gladstone,2022,202438
015,Kingsway South,BR,Brentwood,2022,133221
147,L'Amoreaux West,BRW,Bridlewood,2022,199345
146,Malvern East,BUR,Burrows Hall,2022,34835
123,Cliffcrest,CC,Cliffcrest,2022,44702
035,Westminster-Branson,CE,Centennial,2022,95026
141,Golfdale-Cedarbrae-Woburn,CED,Cedarbrae,2022,187054
170,Yonge-Bay Corridor,CH,City Hall,2022,58226
037,Willowdale West,CL,North York Central Library,2022,827795
080,Palmerston-Little Italy,CS,College/Shaw,2022,54432
064,Woodbine Corridor,DA,Danforth/Coxwell,2022,92387
042,Banbury-Don Mills,DM,Don Mills,2022,146812
155,Downsview,DO,Downsview,2022,116686
